"anio","mes","clae2_desc","clae2","porc_medio","mes_cuali"
2010,8,"Industrias manufactureras diversas",32,22.07,"Agosto"
2010,8,"Ingeniería civil",42,6.13,"Agosto"
2010,8,"Investigación y desarrollo científico",72,60.54,"Agosto"
2010,8,"Juegos de azar, apuestas",92,48.84,"Agosto"
2010,8,"Otras actividades profesionales, científicas y técnicas",74,40.23,"Agosto"
2010,8,"Otras industrias extractivas",8,7.43,"Agosto"
2010,8,"Otros servicios personales",96,46.9,"Agosto"
2010,8,"Pesca y acuicultura",3,12.58,"Agosto"
2010,8,"Programación y radiodifusión",60,27.04,"Agosto"
2010,8,"Recolección, transporte, tratamiento y disposición final de residuos",38,3.85,"Agosto"
2010,8,"Reparación de computadoras y equipos de uso doméstico",95,17.27,"Agosto"
2010,8,"Reparacion de maquinaria y equipo",33,9.23,"Agosto"
2010,8,"Servicio de correo y mensajería",53,12.9,"Agosto"
2010,8,"Servicios a edificios y actividades de jardinería",81,51.81,"Agosto"
2010,8,"Servicios artísticos y de espectáculos",90,35.76,"Agosto"
2010,8,"Servicios audiovisuales",59,42.89,"Agosto"
2010,8,"Servicios auxiliares de la actividad financiera y de seguros",66,50.49,"Agosto"
2010,8,"Servicios de alojamiento",55,53.77,"Agosto"
2010,8,"Servicios de arquitectura e ingeniería",71,15.9,"Agosto"
2010,8,"Servicios de asociaciones",94,48.17,"Agosto"
2010,8,"Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.",91,57.79,"Agosto"
2010,8,"Servicios de depuración de agua residual, alcantarillado y cloacas",37,11.57,"Agosto"
2010,8,"Servicios de expendio de alimentos y bebidas",56,39.9,"Agosto"
2010,8,"Servicios de obtención y dotación de personal",78,25.28,"Agosto"
2010,8,"Servicios de programación, consultoría informática y actividades conexas",62,30.46,"Agosto"
2010,8,"Servicios de publicidad e investigación de mercado",73,48.45,"Agosto"
2010,8,"Servicios de salud humana",86,71.7,"Agosto"
2010,8,"Servicios de seguros, reaseguros y pensiones",65,51.73,"Agosto"
2010,8,"Servicios financieros (excepto seguros y pensiones)",64,46.94,"Agosto"
2010,8,"Servicios inmobiliarios",68,34.89,"Agosto"
2010,8,"Servicios jurídicos y de contabilidad",69,68.46,"Agosto"
2010,8,"Servicios sin alojamiento",88,76.67,"Agosto"
2010,8,"Servicios sociales con alojamiento",87,86.75,"Agosto"
2010,8,"Servicios veterinarios",75,50.21,"Agosto"
2010,8,"Servicios y asesoramiento de dirección y gestión empresarial",70,37.45,"Agosto"
2010,8,"Silvicultura y explotación forestal",2,5.66,"Agosto"
2010,8,"Sin clasificar",999999,25.25,"Agosto"
2010,8,"Suministro de electricidad, gas, vapor y aire acondicionado",35,16.59,"Agosto"
2010,8,"Telecomunicaciones",61,37,"Agosto"
2010,8,"Transporte aéreo",51,40.14,"Agosto"
2010,8,"Transporte marítimo y pluvial",50,15.78,"Agosto"
2010,8,"Transporte terrestre y por tuberías",49,5.33,"Agosto"
2010,8,"Venta, mantenimiento y reparación de vehículos automotores y motocicletas",45,15.81,"Agosto"
2010,9,"Actividades administrativas de oficinas y empresas",82,45.75,"Septiembre"
2010,9,"Actividades de apoyo a la minería",9,5.64,"Septiembre"
2010,9,"Actividades de construcción especializada",43,5.91,"Septiembre"
2010,9,"Actividades de investigación y seguridad",80,9.57,"Septiembre"
2010,9,"Actividades de organismos extraterritoriales",99,54.55,"Septiembre"
2010,9,"Actividades de procesamiento de información",63,39.29,"Septiembre"
2010,9,"Actividades deportivas, recreativas y de entretenimiento",93,31.29,"Septiembre"
2010,9,"Administración pública, defensa y seguridad social",84,48.51,"Septiembre"
2010,9,"Agencias de viajes, servicios de reservas y actividades conexas",79,53.02,"Septiembre"
2010,9,"Agricultura, ganadería, caza y servicios relacionados",1,10.41,"Septiembre"
2010,9,"Almacenamiento y logística",52,16.11,"Septiembre"
2010,9,"Alquiler y leasing",77,16.33,"Septiembre"
2010,9,"Captación, depuración y distribución de agua",36,18.58,"Septiembre"
2010,9,"Comercio al por mayor excepto autos y motos",46,24.71,"Septiembre"
2010,9,"Comercio al por menor excepto autos y motos",47,43.9,"Septiembre"
2010,9,"Construcción de edificios y partes",41,3.81,"Septiembre"
2010,9,"Descontaminación y otros servicios",39,10.78,"Septiembre"
2010,9,"Edición",58,38.53,"Septiembre"
2010,9,"Elaboración de bebidas",11,14.69,"Septiembre"
2010,9,"Elaboración de prendas de vestir",14,58.32,"Septiembre"
2010,9,"Elaboración de productos alimenticios",10,19.02,"Septiembre"
2010,9,"Elaboración de productos de cuero",15,25.51,"Septiembre"
2010,9,"Elaboración de productos de madera",16,7.67,"Septiembre"
2010,9,"Elaboración de productos de papel",17,13.38,"Septiembre"
2010,9,"Elaboración de productos de tabaco",12,13.79,"Septiembre"
2010,9,"Elaboracion de productos farmaceuticos",21,35.77,"Septiembre"
2010,9,"Elaboración de productos textiles",13,23.51,"Septiembre"
2010,9,"Enseñanza",85,73.86,"Septiembre"
2010,9,"Extracción de carbon y lignito",5,13.76,"Septiembre"
2010,9,"Extracción de minerales metálicos",7,7.65,"Septiembre"
2010,9,"Extracción de petroleo crudo y gas natural",6,17.4,"Septiembre"
2010,9,"Fabricación de aparatos de uso doméstico",27,13.19,"Septiembre"
2010,9,"Fabricación de equipo de transporte",30,8.35,"Septiembre"
2010,9,"Fabricación de equipos automotores",29,9.42,"Septiembre"
2010,9,"Fabricación de equipos electrónicos",26,26.67,"Septiembre"
2010,9,"Fabricación de maquinaria",28,8.8,"Septiembre"
2010,9,"Fabricación de muebles y colchones",31,12.64,"Septiembre"
2010,9,"Fabricación de productos de caucho y plástico",22,13.03,"Septiembre"
2010,9,"Fabricación de productos de hornos de coque",19,20.3,"Septiembre"
2010,9,"Fabricación de productos de vidrio y minerales no metálicos",23,7.28,"Septiembre"
2010,9,"Fabricación de productos metálicos",25,8.46,"Septiembre"
2010,9,"Fabricación de sustancias químicas",20,23.28,"Septiembre"
2010,9,"Imprentas y editoriales",18,20.83,"Septiembre"
2010,9,"Industrias básicas de hierro y acero",24,6.36,"Septiembre"
2010,9,"Industrias manufactureras diversas",32,22.21,"Septiembre"
2010,9,"Ingeniería civil",42,6.03,"Septiembre"
2010,9,"Investigación y desarrollo científico",72,60.33,"Septiembre"
2010,9,"Juegos de azar, apuestas",92,48.87,"Septiembre"
2010,9,"Otras actividades profesionales, científicas y técnicas",74,42.52,"Septiembre"
2010,9,"Otras industrias extractivas",8,7.43,"Septiembre"
2010,9,"Otros servicios personales",96,47.01,"Septiembre"
2010,9,"Pesca y acuicultura",3,12.61,"Septiembre"
2010,9,"Programación y radiodifusión",60,26.91,"Septiembre"
2010,9,"Recolección, transporte, tratamiento y disposición final de residuos",38,3.85,"Septiembre"
2010,9,"Reparación de computadoras y equipos de uso doméstico",95,17.24,"Septiembre"
2010,9,"Reparacion de maquinaria y equipo",33,9.39,"Septiembre"
2010,9,"Servicio de correo y mensajería",53,12.78,"Septiembre"
2010,9,"Servicios a edificios y actividades de jardinería",81,51.97,"Septiembre"
2010,9,"Servicios artísticos y de espectáculos",90,35.39,"Septiembre"
2010,9,"Servicios audiovisuales",59,41.8,"Septiembre"
2010,9,"Servicios auxiliares de la actividad financiera y de seguros",66,50.49,"Septiembre"
2010,9,"Servicios de alojamiento",55,53.72,"Septiembre"
2010,9,"Servicios de arquitectura e ingeniería",71,15.84,"Septiembre"
2010,9,"Servicios de asociaciones",94,48.2,"Septiembre"
2010,9,"Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.",91,57.47,"Septiembre"
2010,9,"Servicios de depuración de agua residual, alcantarillado y cloacas",37,11.66,"Septiembre"
2010,9,"Servicios de expendio de alimentos y bebidas",56,39.98,"Septiembre"
2010,9,"Servicios de obtención y dotación de personal",78,24.76,"Septiembre"
2010,9,"Servicios de programación, consultoría informática y actividades conexas",62,30.45,"Septiembre"
2010,9,"Servicios de publicidad e investigación de mercado",73,48.32,"Septiembre"
2010,9,"Servicios de salud humana",86,71.63,"Septiembre"
2010,9,"Servicios de seguros, reaseguros y pensiones",65,51.67,"Septiembre"
2010,9,"Servicios financieros (excepto seguros y pensiones)",64,47,"Septiembre"
2010,9,"Servicios inmobiliarios",68,34.95,"Septiembre"
2010,9,"Servicios jurídicos y de contabilidad",69,68.53,"Septiembre"
2010,9,"Servicios sin alojamiento",88,76.74,"Septiembre"
2010,9,"Servicios sociales con alojamiento",87,87.46,"Septiembre"
2010,9,"Servicios veterinarios",75,50.47,"Septiembre"
2010,9,"Servicios y asesoramiento de dirección y gestión empresarial",70,37.54,"Septiembre"
2010,9,"Silvicultura y explotación forestal",2,5.6,"Septiembre"
2010,9,"Sin clasificar",999999,24.5,"Septiembre"
2010,9,"Suministro de electricidad, gas, vapor y aire acondicionado",35,16.6,"Septiembre"
2010,9,"Telecomunicaciones",61,36.99,"Septiembre"
2010,9,"Transporte aéreo",51,39.96,"Septiembre"
2010,9,"Transporte marítimo y pluvial",50,15.79,"Septiembre"
2010,9,"Transporte terrestre y por tuberías",49,5.32,"Septiembre"
2010,9,"Venta, mantenimiento y reparación de vehículos automotores y motocicletas",45,15.86,"Septiembre"
2010,10,"Actividades administrativas de oficinas y empresas",82,46.23,"Octubre"
2010,10,"Actividades de apoyo a la minería",9,5.56,"Octubre"
2010,10,"Actividades de construcción especializada",43,5.85,"Octubre"
2010,10,"Actividades de investigación y seguridad",80,9.6,"Octubre"
2010,10,"Actividades de organismos extraterritoriales",99,54.46,"Octubre"
2010,10,"Actividades de procesamiento de información",63,39.21,"Octubre"
2010,10,"Actividades deportivas, recreativas y de entretenimiento",93,31.54,"Octubre"
2010,10,"Administración pública, defensa y seguridad social",84,48.31,"Octubre"
2010,10,"Agencias de viajes, servicios de reservas y actividades conexas",79,53.65,"Octubre"
2010,10,"Agricultura, ganadería, caza y servicios relacionados",1,11.47,"Octubre"
2010,10,"Almacenamiento y logística",52,16.48,"Octubre"
2010,10,"Alquiler y leasing",77,16.46,"Octubre"
2010,10,"Captación, depuración y distribución de agua",36,18.87,"Octubre"
2010,10,"Comercio al por mayor excepto autos y motos",46,24.69,"Octubre"
2010,10,"Comercio al por menor excepto autos y motos",47,43.99,"Octubre"
2010,10,"Construcción de edificios y partes",41,3.82,"Octubre"
2010,10,"Descontaminación y otros servicios",39,10.69,"Octubre"
2010,10,"Edición",58,38.79,"Octubre"
2010,10,"Elaboración de bebidas",11,14.66,"Octubre"
2010,10,"Elaboración de prendas de vestir",14,58.51,"Octubre"
2010,10,"Elaboración de productos alimenticios",10,18.99,"Octubre"
2010,10,"Elaboración de productos de cuero",15,25.78,"Octubre"
2010,10,"Elaboración de productos de madera",16,7.66,"Octubre"
2010,10,"Elaboración de productos de papel",17,13.41,"Octubre"
2010,10,"Elaboración de productos de tabaco",12,14.66,"Octubre"
2010,10,"Elaboracion de productos farmaceuticos",21,35.74,"Octubre"
2010,10,"Elaboración de productos textiles",13,23.5,"Octubre"
2010,10,"Enseñanza",85,73.85,"Octubre"
2010,10,"Extracción de carbon y lignito",5,3.8,"Octubre"
2010,10,"Extracción de minerales metálicos",7,7.48,"Octubre"
2010,10,"Extracción de petroleo crudo y gas natural",6,17.41,"Octubre"
2010,10,"Fabricación de aparatos de uso doméstico",27,13.07,"Octubre"
2010,10,"Fabricación de equipo de transporte",30,8.38,"Octubre"
2010,10,"Fabricación de equipos automotores",29,9.35,"Octubre"
2010,10,"Fabricación de equipos electrónicos",26,26.07,"Octubre"
2010,10,"Fabricación de maquinaria",28,8.97,"Octubre"
2010,10,"Fabricación de muebles y colchones",31,12.69,"Octubre"
2010,10,"Fabricación de productos de caucho y plástico",22,12.98,"Octubre"
2010,10,"Fabricación de productos de hornos de coque",19,20.6,"Octubre"
2010,10,"Fabricación de productos de vidrio y minerales no metálicos",23,7.26,"Octubre"
2010,10,"Fabricación de productos metálicos",25,8.41,"Octubre"
2010,10,"Fabricación de sustancias químicas",20,23.37,"Octubre"
2010,10,"Imprentas y editoriales",18,20.89,"Octubre"
2010,10,"Industrias básicas de hierro y acero",24,6.38,"Octubre"
2010,10,"Industrias manufactureras diversas",32,21.8,"Octubre"
2010,10,"Ingeniería civil",42,6.01,"Octubre"
2010,10,"Investigación y desarrollo científico",72,60.35,"Octubre"
2010,10,"Juegos de azar, apuestas",92,48.9,"Octubre"
2010,10,"Otras actividades profesionales, científicas y técnicas",74,41.7,"Octubre"
2010,10,"Otras industrias extractivas",8,7.6,"Octubre"
2010,10,"Otros servicios personales",96,46.83,"Octubre"
2010,10,"Pesca y acuicultura",3,13.21,"Octubre"
2010,10,"Programación y radiodifusión",60,26.86,"Octubre"
2010,10,"Recolección, transporte, tratamiento y disposición final de residuos",38,3.81,"Octubre"
2010,10,"Reparación de computadoras y equipos de uso doméstico",95,17.38,"Octubre"
2010,10,"Reparacion de maquinaria y equipo",33,8.93,"Octubre"
2010,10,"Servicio de correo y mensajería",53,12.87,"Octubre"
2010,10,"Servicios a edificios y actividades de jardinería",81,51.77,"Octubre"
2010,10,"Servicios artísticos y de espectáculos",90,31.26,"Octubre"
2010,10,"Servicios audiovisuales",59,40.77,"Octubre"
2010,10,"Servicios auxiliares de la actividad financiera y de seguros",66,50.62,"Octubre"
2010,10,"Servicios de alojamiento",55,53.75,"Octubre"
2010,10,"Servicios de arquitectura e ingeniería",71,15.86,"Octubre"
2010,10,"Servicios de asociaciones",94,48.13,"Octubre"
2010,10,"Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.",91,57.44,"Octubre"
2010,10,"Servicios de depuración de agua residual, alcantarillado y cloacas",37,11.6,"Octubre"
2010,10,"Servicios de expendio de alimentos y bebidas",56,40.1,"Octubre"
2010,10,"Servicios de obtención y dotación de personal",78,25.39,"Octubre"
2010,10,"Servicios de programación, consultoría informática y actividades conexas",62,30.61,"Octubre"
2010,10,"Servicios de publicidad e investigación de mercado",73,49.01,"Octubre"
2010,10,"Servicios de salud humana",86,71.65,"Octubre"
2010,10,"Servicios de seguros, reaseguros y pensiones",65,51.77,"Octubre"
2010,10,"Servicios financieros (excepto seguros y pensiones)",64,47.26,"Octubre"
2010,10,"Servicios inmobiliarios",68,34.92,"Octubre"
2010,10,"Servicios jurídicos y de contabilidad",69,68.49,"Octubre"
2010,10,"Servicios sin alojamiento",88,76.85,"Octubre"
2010,10,"Servicios sociales con alojamiento",87,87.49,"Octubre"
2010,10,"Servicios veterinarios",75,49.77,"Octubre"
2010,10,"Servicios y asesoramiento de dirección y gestión empresarial",70,37.72,"Octubre"
2010,10,"Silvicultura y explotación forestal",2,5.69,"Octubre"
2010,10,"Sin clasificar",999999,23.79,"Octubre"
2010,10,"Suministro de electricidad, gas, vapor y aire acondicionado",35,16.58,"Octubre"
2010,10,"Telecomunicaciones",61,36.97,"Octubre"
2010,10,"Transporte aéreo",51,40.09,"Octubre"
2010,10,"Transporte marítimo y pluvial",50,16.02,"Octubre"
2010,10,"Transporte terrestre y por tuberías",49,5.36,"Octubre"
2010,10,"Venta, mantenimiento y reparación de vehículos automotores y motocicletas",45,15.95,"Octubre"
2010,11,"Actividades administrativas de oficinas y empresas",82,45.95,"Noviembre"
2010,11,"Actividades de apoyo a la minería",9,5.48,"Noviembre"
2010,11,"Actividades de construcción especializada",43,5.81,"Noviembre"
2010,11,"Actividades de investigación y seguridad",80,9.6,"Noviembre"
2010,11,"Actividades de organismos extraterritoriales",99,54.61,"Noviembre"
2010,11,"Actividades de procesamiento de información",63,39.21,"Noviembre"
2010,11,"Actividades deportivas, recreativas y de entretenimiento",93,31.39,"Noviembre"
2010,11,"Administración pública, defensa y seguridad social",84,48.59,"Noviembre"
2010,11,"Agencias de viajes, servicios de reservas y actividades conexas",79,53.88,"Noviembre"
2010,11,"Agricultura, ganadería, caza y servicios relacionados",1,12.16,"Noviembre"
2010,11,"Almacenamiento y logística",52,16.75,"Noviembre"
2010,11,"Alquiler y leasing",77,15.57,"Noviembre"
2010,11,"Captación, depuración y distribución de agua",36,18.89,"Noviembre"
2010,11,"Comercio al por mayor excepto autos y motos",46,24.72,"Noviembre"
2010,11,"Comercio al por menor excepto autos y motos",47,44.06,"Noviembre"
2010,11,"Construcción de edificios y partes",41,3.76,"Noviembre"
2010,11,"Descontaminación y otros servicios",39,9.45,"Noviembre"
2010,11,"Edición",58,38.76,"Noviembre"
2010,11,"Elaboración de bebidas",11,14.87,"Noviembre"
2010,11,"Elaboración de prendas de vestir",14,58.43,"Noviembre"
2010,11,"Elaboración de productos alimenticios",10,19.15,"Noviembre"
2010,11,"Elaboración de productos de cuero",15,25.86,"Noviembre"
2010,11,"Elaboración de productos de madera",16,7.61,"Noviembre"
2010,11,"Elaboración de productos de papel",17,13.33,"Noviembre"
2010,11,"Elaboración de productos de tabaco",12,14.1,"Noviembre"
2010,11,"Elaboracion de productos farmaceuticos",21,35.71,"Noviembre"
2010,11,"Elaboración de productos textiles",13,23.64,"Noviembre"
2010,11,"Enseñanza",85,73.77,"Noviembre"
2010,11,"Extracción de carbon y lignito",5,8.21,"Noviembre"
2010,11,"Extracción de minerales metálicos",7,7.54,"Noviembre"
2010,11,"Extracción de petroleo crudo y gas natural",6,17.39,"Noviembre"
2010,11,"Fabricación de aparatos de uso doméstico",27,13.09,"Noviembre"
2010,11,"Fabricación de equipo de transporte",30,8.35,"Noviembre"
2010,11,"Fabricación de equipos automotores",29,9.35,"Noviembre"
2010,11,"Fabricación de equipos electrónicos",26,26.21,"Noviembre"
2010,11,"Fabricación de maquinaria",28,8.77,"Noviembre"
2010,11,"Fabricación de muebles y colchones",31,12.78,"Noviembre"
2010,11,"Fabricación de productos de caucho y plástico",22,12.98,"Noviembre"
2010,11,"Fabricación de productos de hornos de coque",19,20.68,"Noviembre"
2010,11,"Fabricación de productos de vidrio y minerales no metálicos",23,7.29,"Noviembre"
2010,11,"Fabricación de productos metálicos",25,8.36,"Noviembre"
2010,11,"Fabricación de sustancias químicas",20,23.29,"Noviembre"
2010,11,"Imprentas y editoriales",18,20.85,"Noviembre"
2010,11,"Industrias básicas de hierro y acero",24,6.37,"Noviembre"
2010,11,"Industrias manufactureras diversas",32,21.91,"Noviembre"
2010,11,"Ingeniería civil",42,5.94,"Noviembre"
2010,11,"Investigación y desarrollo científico",72,60.5,"Noviembre"
2010,11,"Juegos de azar, apuestas",92,48.75,"Noviembre"
2010,11,"Otras actividades profesionales, científicas y técnicas",74,40.29,"Noviembre"
2010,11,"Otras industrias extractivas",8,7.82,"Noviembre"
2010,11,"Otros servicios personales",96,46.72,"Noviembre"
2010,11,"Pesca y acuicultura",3,13.52,"Noviembre"
2010,11,"Programación y radiodifusión",60,26.78,"Noviembre"
2010,11,"Recolección, transporte, tratamiento y disposición final de residuos",38,3.8,"Noviembre"
2010,11,"Reparación de computadoras y equipos de uso doméstico",95,17.11,"Noviembre"
2010,11,"Reparacion de maquinaria y equipo",33,9.25,"Noviembre"
2010,11,"Servicio de correo y mensajería",53,12.87,"Noviembre"
2010,11,"Servicios a edificios y actividades de jardinería",81,51.54,"Noviembre"
2010,11,"Servicios artísticos y de espectáculos",90,31.95,"Noviembre"
2010,11,"Servicios audiovisuales",59,40.75,"Noviembre"
2010,11,"Servicios auxiliares de la actividad financiera y de seguros",66,50.68,"Noviembre"
2010,11,"Servicios de alojamiento",55,53.81,"Noviembre"
2010,11,"Servicios de arquitectura e ingeniería",71,15.85,"Noviembre"
2010,11,"Servicios de asociaciones",94,48.16,"Noviembre"
2010,11,"Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.",91,57.06,"Noviembre"
2010,11,"Servicios de depuración de agua residual, alcantarillado y cloacas",37,11.42,"Noviembre"
2010,11,"Servicios de expendio de alimentos y bebidas",56,40.18,"Noviembre"
2010,11,"Servicios de obtención y dotación de personal",78,25.83,"Noviembre"
2010,11,"Servicios de programación, consultoría informática y actividades conexas",62,30.63,"Noviembre"
2010,11,"Servicios de publicidad e investigación de mercado",73,48.55,"Noviembre"
2010,11,"Servicios de salud humana",86,71.62,"Noviembre"
2010,11,"Servicios de seguros, reaseguros y pensiones",65,51.63,"Noviembre"
2010,11,"Servicios financieros (excepto seguros y pensiones)",64,47.31,"Noviembre"
2010,11,"Servicios inmobiliarios",68,34.92,"Noviembre"
2010,11,"Servicios jurídicos y de contabilidad",69,68.33,"Noviembre"
2010,11,"Servicios sin alojamiento",88,76.96,"Noviembre"
2010,11,"Servicios sociales con alojamiento",87,87.65,"Noviembre"
2010,11,"Servicios veterinarios",75,49.34,"Noviembre"
2010,11,"Servicios y asesoramiento de dirección y gestión empresarial",70,37.99,"Noviembre"
2010,11,"Silvicultura y explotación forestal",2,5.74,"Noviembre"
2010,11,"Sin clasificar",999999,25.51,"Noviembre"
2010,11,"Suministro de electricidad, gas, vapor y aire acondicionado",35,16.49,"Noviembre"
2010,11,"Telecomunicaciones",61,37,"Noviembre"
2010,11,"Transporte aéreo",51,40.74,"Noviembre"
2010,11,"Transporte marítimo y pluvial",50,16.39,"Noviembre"
2010,11,"Transporte terrestre y por tuberías",49,5.36,"Noviembre"
2010,11,"Venta, mantenimiento y reparación de vehículos automotores y motocicletas",45,15.96,"Noviembre"
2010,12,"Actividades administrativas de oficinas y empresas",82,44.03,"Diciembre"
2010,12,"Actividades de apoyo a la minería",9,5.55,"Diciembre"
2010,12,"Actividades de construcción especializada",43,5.9,"Diciembre"
2010,12,"Actividades de investigación y seguridad",80,9.63,"Diciembre"
2010,12,"Actividades de organismos extraterritoriales",99,54.83,"Diciembre"
2010,12,"Actividades de procesamiento de información",63,39.14,"Diciembre"
2010,12,"Actividades deportivas, recreativas y de entretenimiento",93,32.18,"Diciembre"
2010,12,"Administración pública, defensa y seguridad social",84,48.54,"Diciembre"
2010,12,"Agencias de viajes, servicios de reservas y actividades conexas",79,53.61,"Diciembre"
2010,12,"Agricultura, ganadería, caza y servicios relacionados",1,11.97,"Diciembre"
2010,12,"Almacenamiento y logística",52,16.51,"Diciembre"
2010,12,"Alquiler y leasing",77,15.74,"Diciembre"
2010,12,"Captación, depuración y distribución de agua",36,18.87,"Diciembre"
2010,12,"Comercio al por mayor excepto autos y motos",46,24.79,"Diciembre"
2010,12,"Comercio al por menor excepto autos y motos",47,44.55,"Diciembre"
2010,12,"Construcción de edificios y partes",41,3.9,"Diciembre"
2010,12,"Descontaminación y otros servicios",39,9.65,"Diciembre"
2010,12,"Edición",58,38.67,"Diciembre"
2010,12,"Elaboración de bebidas",11,14.77,"Diciembre"
2010,12,"Elaboración de prendas de vestir",14,58.78,"Diciembre"
2010,12,"Elaboración de productos alimenticios",10,19.73,"Diciembre"
2010,12,"Elaboración de productos de cuero",15,25.96,"Diciembre"
2010,12,"Elaboración de productos de madera",16,7.72,"Diciembre"
2010,12,"Elaboración de productos de papel",17,13.49,"Diciembre"
2010,12,"Elaboración de productos de tabaco",12,12.38,"Diciembre"
2010,12,"Elaboracion de productos farmaceuticos",21,35.77,"Diciembre"
2010,12,"Elaboración de productos textiles",13,23.93,"Diciembre"
2010,12,"Enseñanza",85,73.66,"Diciembre"
2010,12,"Extracción de carbon y lignito",5,4.05,"Diciembre"
2010,12,"Extracción de minerales metálicos",7,7.62,"Diciembre"
2010,12,"Extracción de petroleo crudo y gas natural",6,17.43,"Diciembre"
2010,12,"Fabricación de aparatos de uso doméstico",27,13.07,"Diciembre"
2010,12,"Fabricación de equipo de transporte",30,8.48,"Diciembre"
2010,12,"Fabricación de equipos automotores",29,9.42,"Diciembre"
2010,12,"Fabricación de equipos electrónicos",26,26.12,"Diciembre"
2010,12,"Fabricación de maquinaria",28,8.74,"Diciembre"
2010,12,"Fabricación de muebles y colchones",31,12.81,"Diciembre"
2010,12,"Fabricación de productos de caucho y plástico",22,13,"Diciembre"
2010,12,"Fabricación de productos de hornos de coque",19,20.96,"Diciembre"
2010,12,"Fabricación de productos de vidrio y minerales no metálicos",23,7.32,"Diciembre"
2010,12,"Fabricación de productos metálicos",25,8.34,"Diciembre"
2010,12,"Fabricación de sustancias químicas",20,23.28,"Diciembre"
2010,12,"Imprentas y editoriales",18,20.74,"Diciembre"
2010,12,"Industrias básicas de hierro y acero",24,6.38,"Diciembre"
2010,12,"Industrias manufactureras diversas",32,23.28,"Diciembre"
2010,12,"Ingeniería civil",42,6.17,"Diciembre"
2010,12,"Investigación y desarrollo científico",72,60.36,"Diciembre"
2010,12,"Juegos de azar, apuestas",92,48.68,"Diciembre"
2010,12,"Otras actividades profesionales, científicas y técnicas",74,41.09,"Diciembre"
2010,12,"Otras industrias extractivas",8,7.96,"Diciembre"
2010,12,"Otros servicios personales",96,46.94,"Diciembre"
2010,12,"Pesca y acuicultura",3,13.52,"Diciembre"
2010,12,"Programación y radiodifusión",60,26.78,"Diciembre"
2010,12,"Recolección, transporte, tratamiento y disposición final de residuos",38,3.86,"Diciembre"
2010,12,"Reparación de computadoras y equipos de uso doméstico",95,17.1,"Diciembre"
2010,12,"Reparacion de maquinaria y equipo",33,8.94,"Diciembre"
2010,12,"Servicio de correo y mensajería",53,12.8,"Diciembre"
2010,12,"Servicios a edificios y actividades de jardinería",81,51.54,"Diciembre"
2010,12,"Servicios artísticos y de espectáculos",90,34.48,"Diciembre"
2010,12,"Servicios audiovisuales",59,40.56,"Diciembre"
2010,12,"Servicios auxiliares de la actividad financiera y de seguros",66,50.76,"Diciembre"
2010,12,"Servicios de alojamiento",55,53.9,"Diciembre"
2010,12,"Servicios de arquitectura e ingeniería",71,16.32,"Diciembre"
2010,12,"Servicios de asociaciones",94,48.1,"Diciembre"
2010,12,"Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.",91,56.77,"Diciembre"
2010,12,"Servicios de depuración de agua residual, alcantarillado y cloacas",37,12.32,"Diciembre"
2010,12,"Servicios de expendio de alimentos y bebidas",56,40.27,"Diciembre"
2010,12,"Servicios de obtención y dotación de personal",78,27.44,"Diciembre"
2010,12,"Servicios de programación, consultoría informática y actividades conexas",62,30.58,"Diciembre"
2010,12,"Servicios de publicidad e investigación de mercado",73,48.36,"Diciembre"
2010,12,"Servicios de salud humana",86,71.62,"Diciembre"
2010,12,"Servicios de seguros, reaseguros y pensiones",65,51.76,"Diciembre"
2010,12,"Servicios financieros (excepto seguros y pensiones)",64,47.42,"Diciembre"
2010,12,"Servicios inmobiliarios",68,35.28,"Diciembre"
2010,12,"Servicios jurídicos y de contabilidad",69,68.43,"Diciembre"
2010,12,"Servicios sin alojamiento",88,76.88,"Diciembre"
2010,12,"Servicios sociales con alojamiento",87,87.72,"Diciembre"
2010,12,"Servicios veterinarios",75,49.57,"Diciembre"
2010,12,"Servicios y asesoramiento de dirección y gestión empresarial",70,38.38,"Diciembre"
2010,12,"Silvicultura y explotación forestal",2,5.77,"Diciembre"
2010,12,"Sin clasificar",999999,25.65,"Diciembre"
2010,12,"Suministro de electricidad, gas, vapor y aire acondicionado",35,16.48,"Diciembre"
2010,12,"Telecomunicaciones",61,37.09,"Diciembre"
2010,12,"Transporte aéreo",51,40.72,"Diciembre"
2010,12,"Transporte marítimo y pluvial",50,16.44,"Diciembre"
2010,12,"Transporte terrestre y por tuberías",49,5.39,"Diciembre"
2010,12,"Venta, mantenimiento y reparación de vehículos automotores y motocicletas",45,16.04,"Diciembre"
2011,1,"Actividades administrativas de oficinas y empresas",82,43.73,"Enero"
2011,1,"Actividades de apoyo a la minería",9,5.57,"Enero"
2011,1,"Actividades de construcción especializada",43,5.93,"Enero"
2011,1,"Actividades de investigación y seguridad",80,9.58,"Enero"
2011,1,"Actividades de organismos extraterritoriales",99,54.78,"Enero"
2011,1,"Actividades de procesamiento de información",63,38.49,"Enero"
2011,1,"Actividades deportivas, recreativas y de entretenimiento",93,32.64,"Enero"
2011,1,"Administración pública, defensa y seguridad social",84,49.9,"Enero"
