"anio","mes","clae2_desc","clae2","porc_medio","mes_cuali"
2018,3,"Fabricación de muebles y colchones",31,14.28,"Marzo"
2018,3,"Fabricación de productos de caucho y plástico",22,12.14,"Marzo"
2018,3,"Fabricación de productos de hornos de coque",19,21.8,"Marzo"
2018,3,"Fabricación de productos de vidrio y minerales no metálicos",23,7.69,"Marzo"
2018,3,"Fabricación de productos metálicos",25,9.48,"Marzo"
2018,3,"Fabricación de sustancias químicas",20,21.95,"Marzo"
2018,3,"Imprentas y editoriales",18,22.15,"Marzo"
2018,3,"Industrias básicas de hierro y acero",24,7.41,"Marzo"
2018,3,"Industrias manufactureras diversas",32,19.95,"Marzo"
2018,3,"Ingeniería civil",42,6.21,"Marzo"
2018,3,"Investigación y desarrollo científico",72,57.11,"Marzo"
2018,3,"Juegos de azar, apuestas",92,47.45,"Marzo"
2018,3,"Otras actividades profesionales, científicas y técnicas",74,43.44,"Marzo"
2018,3,"Otras industrias extractivas",8,8.89,"Marzo"
2018,3,"Otros servicios personales",96,48.32,"Marzo"
2018,3,"Pesca y acuicultura",3,7.88,"Marzo"
2018,3,"Programación y radiodifusión",60,27.99,"Marzo"
2018,3,"Recolección, transporte, tratamiento y disposición final de residuos",38,4.48,"Marzo"
2018,3,"Reparación de computadoras y equipos de uso doméstico",95,20.72,"Marzo"
2018,3,"Reparacion de maquinaria y equipo",33,9.17,"Marzo"
2018,3,"Servicio de correo y mensajería",53,13.05,"Marzo"
2018,3,"Servicios a edificios y actividades de jardinería",81,53.07,"Marzo"
2018,3,"Servicios artísticos y de espectáculos",90,28.65,"Marzo"
2018,3,"Servicios audiovisuales",59,41.15,"Marzo"
2018,3,"Servicios auxiliares de la actividad financiera y de seguros",66,53.28,"Marzo"
2018,3,"Servicios de alojamiento",55,54.72,"Marzo"
2018,3,"Servicios de arquitectura e ingeniería",71,16.63,"Marzo"
2018,3,"Servicios de asociaciones",94,50,"Marzo"
2018,3,"Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.",91,55.23,"Marzo"
2018,3,"Servicios de depuración de agua residual, alcantarillado y cloacas",37,12.01,"Marzo"
2018,3,"Servicios de expendio de alimentos y bebidas",56,42.57,"Marzo"
2018,3,"Servicios de obtención y dotación de personal",78,22.7,"Marzo"
2018,3,"Servicios de programación, consultoría informática y actividades conexas",62,29.61,"Marzo"
2018,3,"Servicios de publicidad e investigación de mercado",73,47.03,"Marzo"
2018,3,"Servicios de salud humana",86,70.74,"Marzo"
2018,3,"Servicios de seguros, reaseguros y pensiones",65,54.43,"Marzo"
2018,3,"Servicios financieros (excepto seguros y pensiones)",64,48.83,"Marzo"
2018,3,"Servicios inmobiliarios",68,39.22,"Marzo"
2018,3,"Servicios jurídicos y de contabilidad",69,67.7,"Marzo"
2018,3,"Servicios sin alojamiento",88,75.58,"Marzo"
2018,3,"Servicios sociales con alojamiento",87,86.47,"Marzo"
2018,3,"Servicios veterinarios",75,54.57,"Marzo"
2018,3,"Servicios y asesoramiento de dirección y gestión empresarial",70,42.95,"Marzo"
2018,3,"Silvicultura y explotación forestal",2,5.18,"Marzo"
2018,3,"Suministro de electricidad, gas, vapor y aire acondicionado",35,16.49,"Marzo"
2018,3,"Telecomunicaciones",61,31.27,"Marzo"
2018,3,"Transporte aéreo",51,38.51,"Marzo"
2018,3,"Transporte marítimo y pluvial",50,17.75,"Marzo"
2018,3,"Transporte terrestre y por tuberías",49,5.65,"Marzo"
2018,3,"Venta, mantenimiento y reparación de vehículos automotores y motocicletas",45,20.08,"Marzo"
2018,4,"Actividades administrativas de oficinas y empresas",82,48.25,"Abril"
2018,4,"Actividades de apoyo a la minería",9,6.98,"Abril"
2018,4,"Actividades de construcción especializada",43,6.27,"Abril"
2018,4,"Actividades de investigación y seguridad",80,10.57,"Abril"
2018,4,"Actividades de organismos extraterritoriales",99,55.64,"Abril"
2018,4,"Actividades de procesamiento de información",63,37.83,"Abril"
2018,4,"Actividades deportivas, recreativas y de entretenimiento",93,32.26,"Abril"
2018,4,"Administración pública, defensa y seguridad social",84,55.65,"Abril"
2018,4,"Agencias de viajes, servicios de reservas y actividades conexas",79,55.37,"Abril"
2018,4,"Agricultura, ganadería, caza y servicios relacionados",1,12.28,"Abril"
2018,4,"Almacenamiento y logística",52,16.46,"Abril"
2018,4,"Alquiler y leasing",77,18.16,"Abril"
2018,4,"Captación, depuración y distribución de agua",36,18.73,"Abril"
2018,4,"Comercio al por mayor excepto autos y motos",46,25.16,"Abril"
2018,4,"Comercio al por menor excepto autos y motos",47,44,"Abril"
2018,4,"Construcción de edificios y partes",41,4.77,"Abril"
2018,4,"Descontaminación y otros servicios",39,9.83,"Abril"
2018,4,"Edición",58,39.61,"Abril"
2018,4,"Elaboración de bebidas",11,16.15,"Abril"
2018,4,"Elaboración de prendas de vestir",14,55.14,"Abril"
2018,4,"Elaboración de productos alimenticios",10,19.98,"Abril"
2018,4,"Elaboración de productos de cuero",15,22.39,"Abril"
2018,4,"Elaboración de productos de madera",16,8.43,"Abril"
2018,4,"Elaboración de productos de papel",17,13.19,"Abril"
2018,4,"Elaboración de productos de tabaco",12,16.55,"Abril"
2018,4,"Elaboracion de productos farmaceuticos",21,34.61,"Abril"
2018,4,"Elaboración de productos textiles",13,23.93,"Abril"
2018,4,"Enseñanza",85,73.52,"Abril"
2018,4,"Extracción de carbon y lignito",5,2.9,"Abril"
2018,4,"Extracción de minerales metálicos",7,6.65,"Abril"
2018,4,"Extracción de petroleo crudo y gas natural",6,21.31,"Abril"
2018,4,"Fabricación de aparatos de uso doméstico",27,13.4,"Abril"
2018,4,"Fabricación de equipo de transporte",30,10.47,"Abril"
2018,4,"Fabricación de equipos automotores",29,10.91,"Abril"
2018,4,"Fabricación de equipos electrónicos",26,28.82,"Abril"
2018,4,"Fabricación de maquinaria",28,10.22,"Abril"
2018,4,"Fabricación de muebles y colchones",31,14.35,"Abril"
2018,4,"Fabricación de productos de caucho y plástico",22,12.14,"Abril"
2018,4,"Fabricación de productos de hornos de coque",19,13.71,"Abril"
2018,4,"Fabricación de productos de vidrio y minerales no metálicos",23,7.75,"Abril"
2018,4,"Fabricación de productos metálicos",25,9.55,"Abril"
2018,4,"Fabricación de sustancias químicas",20,21.98,"Abril"
2018,4,"Imprentas y editoriales",18,22.07,"Abril"
2018,4,"Industrias básicas de hierro y acero",24,7.38,"Abril"
2018,4,"Industrias manufactureras diversas",32,20.23,"Abril"
2018,4,"Ingeniería civil",42,6.12,"Abril"
2018,4,"Investigación y desarrollo científico",72,57.07,"Abril"
2018,4,"Juegos de azar, apuestas",92,47.42,"Abril"
2018,4,"Otras actividades profesionales, científicas y técnicas",74,44.28,"Abril"
2018,4,"Otras industrias extractivas",8,8.82,"Abril"
2018,4,"Otros servicios personales",96,48.5,"Abril"
2018,4,"Pesca y acuicultura",3,7.18,"Abril"
2018,4,"Programación y radiodifusión",60,28.05,"Abril"
2018,4,"Recolección, transporte, tratamiento y disposición final de residuos",38,4.45,"Abril"
2018,4,"Reparación de computadoras y equipos de uso doméstico",95,20.83,"Abril"
2018,4,"Reparacion de maquinaria y equipo",33,9.18,"Abril"
2018,4,"Servicio de correo y mensajería",53,13.12,"Abril"
2018,4,"Servicios a edificios y actividades de jardinería",81,53.11,"Abril"
2018,4,"Servicios artísticos y de espectáculos",90,29.36,"Abril"
2018,4,"Servicios audiovisuales",59,42.83,"Abril"
2018,4,"Servicios auxiliares de la actividad financiera y de seguros",66,53.06,"Abril"
2018,4,"Servicios de alojamiento",55,54.14,"Abril"
2018,4,"Servicios de arquitectura e ingeniería",71,16.66,"Abril"
2018,4,"Servicios de asociaciones",94,50.28,"Abril"
2018,4,"Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.",91,55.13,"Abril"
2018,4,"Servicios de depuración de agua residual, alcantarillado y cloacas",37,11.83,"Abril"
2018,4,"Servicios de expendio de alimentos y bebidas",56,42.41,"Abril"
2018,4,"Servicios de obtención y dotación de personal",78,22.97,"Abril"
2018,4,"Servicios de programación, consultoría informática y actividades conexas",62,29.53,"Abril"
2018,4,"Servicios de publicidad e investigación de mercado",73,46.8,"Abril"
2018,4,"Servicios de salud humana",86,70.73,"Abril"
2018,4,"Servicios de seguros, reaseguros y pensiones",65,54.18,"Abril"
2018,4,"Servicios financieros (excepto seguros y pensiones)",64,48.85,"Abril"
2018,4,"Servicios inmobiliarios",68,39.02,"Abril"
2018,4,"Servicios jurídicos y de contabilidad",69,67.64,"Abril"
2018,4,"Servicios sin alojamiento",88,75.39,"Abril"
2018,4,"Servicios sociales con alojamiento",87,86.45,"Abril"
2018,4,"Servicios veterinarios",75,54.99,"Abril"
2018,4,"Servicios y asesoramiento de dirección y gestión empresarial",70,43.04,"Abril"
2018,4,"Silvicultura y explotación forestal",2,5.13,"Abril"
2018,4,"Suministro de electricidad, gas, vapor y aire acondicionado",35,16.57,"Abril"
2018,4,"Telecomunicaciones",61,31.18,"Abril"
2018,4,"Transporte aéreo",51,38.29,"Abril"
2018,4,"Transporte marítimo y pluvial",50,17.67,"Abril"
2018,4,"Transporte terrestre y por tuberías",49,5.66,"Abril"
2018,4,"Venta, mantenimiento y reparación de vehículos automotores y motocicletas",45,20.17,"Abril"
2018,5,"Actividades administrativas de oficinas y empresas",82,48.8,"Mayo"
2018,5,"Actividades de apoyo a la minería",9,7.01,"Mayo"
2018,5,"Actividades de construcción especializada",43,6.27,"Mayo"
2018,5,"Actividades de investigación y seguridad",80,10.68,"Mayo"
2018,5,"Actividades de organismos extraterritoriales",99,55.94,"Mayo"
2018,5,"Actividades de procesamiento de información",63,37.68,"Mayo"
2018,5,"Actividades deportivas, recreativas y de entretenimiento",93,32.27,"Mayo"
2018,5,"Administración pública, defensa y seguridad social",84,55.43,"Mayo"
2018,5,"Agencias de viajes, servicios de reservas y actividades conexas",79,55.43,"Mayo"
2018,5,"Agricultura, ganadería, caza y servicios relacionados",1,11.82,"Mayo"
2018,5,"Almacenamiento y logística",52,16.42,"Mayo"
2018,5,"Alquiler y leasing",77,17.72,"Mayo"
2018,5,"Captación, depuración y distribución de agua",36,18.72,"Mayo"
2018,5,"Comercio al por mayor excepto autos y motos",46,25.21,"Mayo"
2018,5,"Comercio al por menor excepto autos y motos",47,43.99,"Mayo"
2018,5,"Construcción de edificios y partes",41,4.72,"Mayo"
2018,5,"Descontaminación y otros servicios",39,9.69,"Mayo"
2018,5,"Edición",58,39.74,"Mayo"
2018,5,"Elaboración de bebidas",11,16.2,"Mayo"
2018,5,"Elaboración de prendas de vestir",14,55.1,"Mayo"
2018,5,"Elaboración de productos alimenticios",10,19.91,"Mayo"
2018,5,"Elaboración de productos de cuero",15,22.38,"Mayo"
2018,5,"Elaboración de productos de madera",16,8.53,"Mayo"
2018,5,"Elaboración de productos de papel",17,13.2,"Mayo"
2018,5,"Elaboración de productos de tabaco",12,16.44,"Mayo"
2018,5,"Elaboracion de productos farmaceuticos",21,34.55,"Mayo"
2018,5,"Elaboración de productos textiles",13,23.91,"Mayo"
2018,5,"Enseñanza",85,73.52,"Mayo"
2018,5,"Extracción de carbon y lignito",5,2.9,"Mayo"
2018,5,"Extracción de minerales metálicos",7,6.64,"Mayo"
2018,5,"Extracción de petroleo crudo y gas natural",6,21.32,"Mayo"
2018,5,"Fabricación de aparatos de uso doméstico",27,13.36,"Mayo"
2018,5,"Fabricación de equipo de transporte",30,10.57,"Mayo"
2018,5,"Fabricación de equipos automotores",29,11,"Mayo"
2018,5,"Fabricación de equipos electrónicos",26,28.96,"Mayo"
2018,5,"Fabricación de maquinaria",28,10.31,"Mayo"
2018,5,"Fabricación de muebles y colchones",31,14.25,"Mayo"
2018,5,"Fabricación de productos de caucho y plástico",22,12.17,"Mayo"
2018,5,"Fabricación de productos de hornos de coque",19,12.91,"Mayo"
2018,5,"Fabricación de productos de vidrio y minerales no metálicos",23,7.79,"Mayo"
2018,5,"Fabricación de productos metálicos",25,9.59,"Mayo"
2018,5,"Fabricación de sustancias químicas",20,22.01,"Mayo"
2018,5,"Imprentas y editoriales",18,22.06,"Mayo"
2018,5,"Industrias básicas de hierro y acero",24,7.43,"Mayo"
2018,5,"Industrias manufactureras diversas",32,20.25,"Mayo"
2018,5,"Ingeniería civil",42,6.11,"Mayo"
2018,5,"Investigación y desarrollo científico",72,57.05,"Mayo"
2018,5,"Juegos de azar, apuestas",92,47.37,"Mayo"
2018,5,"Otras actividades profesionales, científicas y técnicas",74,44.07,"Mayo"
2018,5,"Otras industrias extractivas",8,8.86,"Mayo"
2018,5,"Otros servicios personales",96,48.57,"Mayo"
2018,5,"Pesca y acuicultura",3,7.32,"Mayo"
2018,5,"Programación y radiodifusión",60,28.13,"Mayo"
2018,5,"Recolección, transporte, tratamiento y disposición final de residuos",38,4.44,"Mayo"
2018,5,"Reparación de computadoras y equipos de uso doméstico",95,20.5,"Mayo"
2018,5,"Reparacion de maquinaria y equipo",33,9.49,"Mayo"
2018,5,"Servicio de correo y mensajería",53,13.17,"Mayo"
2018,5,"Servicios a edificios y actividades de jardinería",81,53.22,"Mayo"
2018,5,"Servicios artísticos y de espectáculos",90,31.48,"Mayo"
2018,5,"Servicios audiovisuales",59,42.45,"Mayo"
2018,5,"Servicios auxiliares de la actividad financiera y de seguros",66,53.07,"Mayo"
2018,5,"Servicios de alojamiento",55,53.83,"Mayo"
2018,5,"Servicios de arquitectura e ingeniería",71,16.51,"Mayo"
2018,5,"Servicios de asociaciones",94,50.39,"Mayo"
2018,5,"Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.",91,56.23,"Mayo"
2018,5,"Servicios de depuración de agua residual, alcantarillado y cloacas",37,11.88,"Mayo"
2018,5,"Servicios de expendio de alimentos y bebidas",56,42.41,"Mayo"
2018,5,"Servicios de obtención y dotación de personal",78,23.1,"Mayo"
2018,5,"Servicios de programación, consultoría informática y actividades conexas",62,29.61,"Mayo"
2018,5,"Servicios de publicidad e investigación de mercado",73,46.4,"Mayo"
2018,5,"Servicios de salud humana",86,70.68,"Mayo"
2018,5,"Servicios de seguros, reaseguros y pensiones",65,54.05,"Mayo"
2018,5,"Servicios financieros (excepto seguros y pensiones)",64,48.88,"Mayo"
2018,5,"Servicios inmobiliarios",68,39.34,"Mayo"
2018,5,"Servicios jurídicos y de contabilidad",69,67.68,"Mayo"
2018,5,"Servicios sin alojamiento",88,75.47,"Mayo"
2018,5,"Servicios sociales con alojamiento",87,86.36,"Mayo"
2018,5,"Servicios veterinarios",75,54.46,"Mayo"
2018,5,"Servicios y asesoramiento de dirección y gestión empresarial",70,43.15,"Mayo"
2018,5,"Silvicultura y explotación forestal",2,5.16,"Mayo"
2018,5,"Suministro de electricidad, gas, vapor y aire acondicionado",35,16.56,"Mayo"
2018,5,"Telecomunicaciones",61,31.06,"Mayo"
2018,5,"Transporte aéreo",51,38.13,"Mayo"
2018,5,"Transporte marítimo y pluvial",50,17.45,"Mayo"
2018,5,"Transporte terrestre y por tuberías",49,5.62,"Mayo"
2018,5,"Venta, mantenimiento y reparación de vehículos automotores y motocicletas",45,20.27,"Mayo"
2018,6,"Actividades administrativas de oficinas y empresas",82,48.68,"Junio"
2018,6,"Actividades de apoyo a la minería",9,7.07,"Junio"
2018,6,"Actividades de construcción especializada",43,6.32,"Junio"
2018,6,"Actividades de investigación y seguridad",80,10.69,"Junio"
2018,6,"Actividades de organismos extraterritoriales",99,55.7,"Junio"
2018,6,"Actividades de procesamiento de información",63,37.64,"Junio"
2018,6,"Actividades deportivas, recreativas y de entretenimiento",93,32.91,"Junio"
2018,6,"Administración pública, defensa y seguridad social",84,55.8,"Junio"
2018,6,"Agencias de viajes, servicios de reservas y actividades conexas",79,55.34,"Junio"
2018,6,"Agricultura, ganadería, caza y servicios relacionados",1,11.53,"Junio"
2018,6,"Almacenamiento y logística",52,16.02,"Junio"
2018,6,"Alquiler y leasing",77,18.49,"Junio"
2018,6,"Captación, depuración y distribución de agua",36,18.71,"Junio"
2018,6,"Comercio al por mayor excepto autos y motos",46,25.25,"Junio"
2018,6,"Comercio al por menor excepto autos y motos",47,44.02,"Junio"
2018,6,"Construcción de edificios y partes",41,4.79,"Junio"
2018,6,"Descontaminación y otros servicios",39,9.74,"Junio"
2018,6,"Edición",58,39.34,"Junio"
2018,6,"Elaboración de bebidas",11,15.99,"Junio"
2018,6,"Elaboración de prendas de vestir",14,55.07,"Junio"
2018,6,"Elaboración de productos alimenticios",10,19.96,"Junio"
2018,6,"Elaboración de productos de cuero",15,22.32,"Junio"
2018,6,"Elaboración de productos de madera",16,8.41,"Junio"
2018,6,"Elaboración de productos de papel",17,13.26,"Junio"
2018,6,"Elaboración de productos de tabaco",12,16.6,"Junio"
2018,6,"Elaboracion de productos farmaceuticos",21,34.59,"Junio"
2018,6,"Elaboración de productos textiles",13,23.85,"Junio"
2018,6,"Enseñanza",85,73.43,"Junio"
2018,6,"Extracción de carbon y lignito",5,2.94,"Junio"
2018,6,"Extracción de minerales metálicos",7,6.7,"Junio"
2018,6,"Extracción de petroleo crudo y gas natural",6,21.95,"Junio"
2018,6,"Fabricación de aparatos de uso doméstico",27,13.34,"Junio"
2018,6,"Fabricación de equipo de transporte",30,10.44,"Junio"
2018,6,"Fabricación de equipos automotores",29,11.11,"Junio"
2018,6,"Fabricación de equipos electrónicos",26,28.66,"Junio"
2018,6,"Fabricación de maquinaria",28,10.35,"Junio"
2018,6,"Fabricación de muebles y colchones",31,14.38,"Junio"
2018,6,"Fabricación de productos de caucho y plástico",22,12.2,"Junio"
2018,6,"Fabricación de productos de hornos de coque",19,13.05,"Junio"
2018,6,"Fabricación de productos de vidrio y minerales no metálicos",23,7.85,"Junio"
2018,6,"Fabricación de productos metálicos",25,9.61,"Junio"
2018,6,"Fabricación de sustancias químicas",20,21.94,"Junio"
2018,6,"Imprentas y editoriales",18,22.05,"Junio"
2018,6,"Industrias básicas de hierro y acero",24,7.5,"Junio"
2018,6,"Industrias manufactureras diversas",32,20.18,"Junio"
2018,6,"Ingeniería civil",42,6.19,"Junio"
2018,6,"Investigación y desarrollo científico",72,57.17,"Junio"
2018,6,"Juegos de azar, apuestas",92,47.46,"Junio"
2018,6,"Otras actividades profesionales, científicas y técnicas",74,43.9,"Junio"
2018,6,"Otras industrias extractivas",8,8.8,"Junio"
2018,6,"Otros servicios personales",96,48.71,"Junio"
2018,6,"Pesca y acuicultura",3,8.71,"Junio"
2018,6,"Programación y radiodifusión",60,28.28,"Junio"
2018,6,"Recolección, transporte, tratamiento y disposición final de residuos",38,4.5,"Junio"
2018,6,"Reparación de computadoras y equipos de uso doméstico",95,20.33,"Junio"
2018,6,"Reparacion de maquinaria y equipo",33,9.56,"Junio"
2018,6,"Servicio de correo y mensajería",53,13.11,"Junio"
2018,6,"Servicios a edificios y actividades de jardinería",81,53.31,"Junio"
2018,6,"Servicios artísticos y de espectáculos",90,32.73,"Junio"
2018,6,"Servicios audiovisuales",59,43.16,"Junio"
2018,6,"Servicios auxiliares de la actividad financiera y de seguros",66,52.98,"Junio"
2018,6,"Servicios de alojamiento",55,53.68,"Junio"
2018,6,"Servicios de arquitectura e ingeniería",71,16.62,"Junio"
2018,6,"Servicios de asociaciones",94,50.48,"Junio"
2018,6,"Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.",91,55.92,"Junio"
2018,6,"Servicios de depuración de agua residual, alcantarillado y cloacas",37,12.28,"Junio"
2018,6,"Servicios de expendio de alimentos y bebidas",56,42.46,"Junio"
2018,6,"Servicios de obtención y dotación de personal",78,22.23,"Junio"
2018,6,"Servicios de programación, consultoría informática y actividades conexas",62,29.63,"Junio"
2018,6,"Servicios de publicidad e investigación de mercado",73,46.7,"Junio"
2018,6,"Servicios de salud humana",86,70.67,"Junio"
2018,6,"Servicios de seguros, reaseguros y pensiones",65,54.14,"Junio"
2018,6,"Servicios financieros (excepto seguros y pensiones)",64,48.93,"Junio"
2018,6,"Servicios inmobiliarios",68,39.33,"Junio"
2018,6,"Servicios jurídicos y de contabilidad",69,67.66,"Junio"
2018,6,"Servicios sin alojamiento",88,75.54,"Junio"
2018,6,"Servicios sociales con alojamiento",87,86.32,"Junio"
2018,6,"Servicios veterinarios",75,54.36,"Junio"
2018,6,"Servicios y asesoramiento de dirección y gestión empresarial",70,43.23,"Junio"
2018,6,"Silvicultura y explotación forestal",2,5.11,"Junio"
2018,6,"Suministro de electricidad, gas, vapor y aire acondicionado",35,16.64,"Junio"
2018,6,"Telecomunicaciones",61,31.01,"Junio"
2018,6,"Transporte aéreo",51,38.11,"Junio"
2018,6,"Transporte marítimo y pluvial",50,17.61,"Junio"
2018,6,"Transporte terrestre y por tuberías",49,5.62,"Junio"
2018,6,"Venta, mantenimiento y reparación de vehículos automotores y motocicletas",45,20.25,"Junio"
2018,7,"Actividades administrativas de oficinas y empresas",82,48.69,"Julio"
2018,7,"Actividades de apoyo a la minería",9,7.07,"Julio"
2018,7,"Actividades de construcción especializada",43,6.31,"Julio"
2018,7,"Actividades de investigación y seguridad",80,10.71,"Julio"
2018,7,"Actividades de organismos extraterritoriales",99,55.74,"Julio"
2018,7,"Actividades de procesamiento de información",63,37.83,"Julio"
2018,7,"Actividades deportivas, recreativas y de entretenimiento",93,33.15,"Julio"
2018,7,"Administración pública, defensa y seguridad social",84,55.55,"Julio"
2018,7,"Agencias de viajes, servicios de reservas y actividades conexas",79,54.67,"Julio"
2018,7,"Agricultura, ganadería, caza y servicios relacionados",1,11.67,"Julio"
2018,7,"Almacenamiento y logística",52,16.19,"Julio"
2018,7,"Alquiler y leasing",77,18.58,"Julio"
2018,7,"Captación, depuración y distribución de agua",36,18.71,"Julio"
2018,7,"Comercio al por mayor excepto autos y motos",46,25.28,"Julio"
2018,7,"Comercio al por menor excepto autos y motos",47,44.04,"Julio"
2018,7,"Construcción de edificios y partes",41,4.77,"Julio"
2018,7,"Descontaminación y otros servicios",39,9.54,"Julio"
2018,7,"Edición",58,39.49,"Julio"
2018,7,"Elaboración de bebidas",11,16.18,"Julio"
2018,7,"Elaboración de prendas de vestir",14,55.09,"Julio"
2018,7,"Elaboración de productos alimenticios",10,19.97,"Julio"
2018,7,"Elaboración de productos de cuero",15,22.25,"Julio"
2018,7,"Elaboración de productos de madera",16,8.57,"Julio"
2018,7,"Elaboración de productos de papel",17,13.23,"Julio"
2018,7,"Elaboración de productos de tabaco",12,16.6,"Julio"
2018,7,"Elaboracion de productos farmaceuticos",21,34.6,"Julio"
2018,7,"Elaboración de productos textiles",13,23.92,"Julio"
2018,7,"Enseñanza",85,73.38,"Julio"
2018,7,"Extracción de carbon y lignito",5,2.86,"Julio"
2018,7,"Extracción de minerales metálicos",7,6.74,"Julio"
2018,7,"Extracción de petroleo crudo y gas natural",6,21.95,"Julio"
2018,7,"Fabricación de aparatos de uso doméstico",27,13.42,"Julio"
2018,7,"Fabricación de equipo de transporte",30,10.45,"Julio"
2018,7,"Fabricación de equipos automotores",29,11.12,"Julio"
2018,7,"Fabricación de equipos electrónicos",26,28.59,"Julio"
2018,7,"Fabricación de maquinaria",28,10.34,"Julio"
2018,7,"Fabricación de muebles y colchones",31,14.4,"Julio"
2018,7,"Fabricación de productos de caucho y plástico",22,12.19,"Julio"
2018,7,"Fabricación de productos de hornos de coque",19,13.07,"Julio"
2018,7,"Fabricación de productos de vidrio y minerales no metálicos",23,7.87,"Julio"
2018,7,"Fabricación de productos metálicos",25,9.65,"Julio"
2018,7,"Fabricación de sustancias químicas",20,21.99,"Julio"
2018,7,"Imprentas y editoriales",18,22.14,"Julio"
2018,7,"Industrias básicas de hierro y acero",24,7.48,"Julio"
2018,7,"Industrias manufactureras diversas",32,20.04,"Julio"
2018,7,"Ingeniería civil",42,6.23,"Julio"
2018,7,"Investigación y desarrollo científico",72,57.4,"Julio"
2018,7,"Juegos de azar, apuestas",92,47.47,"Julio"
2018,7,"Otras actividades profesionales, científicas y técnicas",74,43.56,"Julio"
2018,7,"Otras industrias extractivas",8,8.86,"Julio"
2018,7,"Otros servicios personales",96,48.38,"Julio"
2018,7,"Pesca y acuicultura",3,8.27,"Julio"
2018,7,"Programación y radiodifusión",60,28.38,"Julio"
2018,7,"Recolección, transporte, tratamiento y disposición final de residuos",38,4.51,"Julio"
2018,7,"Reparación de computadoras y equipos de uso doméstico",95,20.36,"Julio"
2018,7,"Reparacion de maquinaria y equipo",33,9.52,"Julio"
2018,7,"Servicio de correo y mensajería",53,12.99,"Julio"
2018,7,"Servicios a edificios y actividades de jardinería",81,53.36,"Julio"
2018,7,"Servicios artísticos y de espectáculos",90,32.99,"Julio"
2018,7,"Servicios audiovisuales",59,43.47,"Julio"
2018,7,"Servicios auxiliares de la actividad financiera y de seguros",66,52.99,"Julio"
2018,7,"Servicios de alojamiento",55,54.06,"Julio"
2018,7,"Servicios de arquitectura e ingeniería",71,16.73,"Julio"
2018,7,"Servicios de asociaciones",94,50.3,"Julio"
2018,7,"Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.",91,56.21,"Julio"
2018,7,"Servicios de depuración de agua residual, alcantarillado y cloacas",37,12.64,"Julio"
2018,7,"Servicios de expendio de alimentos y bebidas",56,42.43,"Julio"
2018,7,"Servicios de obtención y dotación de personal",78,23.6,"Julio"
2018,7,"Servicios de programación, consultoría informática y actividades conexas",62,29.74,"Julio"
2018,7,"Servicios de publicidad e investigación de mercado",73,45.98,"Julio"
2018,7,"Servicios de salud humana",86,70.66,"Julio"
2018,7,"Servicios de seguros, reaseguros y pensiones",65,54.28,"Julio"
2018,7,"Servicios financieros (excepto seguros y pensiones)",64,48.97,"Julio"
2018,7,"Servicios inmobiliarios",68,39.23,"Julio"
2018,7,"Servicios jurídicos y de contabilidad",69,67.67,"Julio"
2018,7,"Servicios sin alojamiento",88,75.61,"Julio"
2018,7,"Servicios sociales con alojamiento",87,86.38,"Julio"
2018,7,"Servicios veterinarios",75,54.13,"Julio"
2018,7,"Servicios y asesoramiento de dirección y gestión empresarial",70,43.35,"Julio"
2018,7,"Silvicultura y explotación forestal",2,5.13,"Julio"
2018,7,"Suministro de electricidad, gas, vapor y aire acondicionado",35,16.7,"Julio"
2018,7,"Telecomunicaciones",61,30.98,"Julio"
2018,7,"Transporte aéreo",51,38.4,"Julio"
2018,7,"Transporte marítimo y pluvial",50,17.57,"Julio"
2018,7,"Transporte terrestre y por tuberías",49,5.65,"Julio"
2018,7,"Venta, mantenimiento y reparación de vehículos automotores y motocicletas",45,20.18,"Julio"
2018,8,"Actividades administrativas de oficinas y empresas",82,48.84,"Agosto"
2018,8,"Actividades de apoyo a la minería",9,7.1,"Agosto"
2018,8,"Actividades de construcción especializada",43,6.42,"Agosto"
2018,8,"Actividades de investigación y seguridad",80,10.69,"Agosto"
2018,8,"Actividades de organismos extraterritoriales",99,56,"Agosto"
2018,8,"Actividades de procesamiento de información",63,37.75,"Agosto"
2018,8,"Actividades deportivas, recreativas y de entretenimiento",93,32.52,"Agosto"
2018,8,"Administración pública, defensa y seguridad social",84,55.53,"Agosto"
2018,8,"Agencias de viajes, servicios de reservas y actividades conexas",79,54.56,"Agosto"
2018,8,"Agricultura, ganadería, caza y servicios relacionados",1,11.98,"Agosto"
2018,8,"Almacenamiento y logística",52,16.28,"Agosto"
2018,8,"Alquiler y leasing",77,18.75,"Agosto"
2018,8,"Captación, depuración y distribución de agua",36,18.7,"Agosto"
2018,8,"Comercio al por mayor excepto autos y motos",46,25.02,"Agosto"
2018,8,"Comercio al por menor excepto autos y motos",47,44.02,"Agosto"
2018,8,"Construcción de edificios y partes",41,4.78,"Agosto"
2018,8,"Descontaminación y otros servicios",39,9.61,"Agosto"
2018,8,"Edición",58,39.44,"Agosto"
2018,8,"Elaboración de bebidas",11,16.22,"Agosto"
2018,8,"Elaboración de prendas de vestir",14,55.09,"Agosto"
